Software Name,Amit's Notes,Version ,Software Classification,Operating system,Self service,Licenses Required,GITSC Ticket number,Remarks,Category,Application Lead,Software Manufacturer,Packaged,OSD,Core O/S - Technical,Vulnerable,Approved date,Scanned date,Additional action,Action Details,GIS Reco Action,Comment ,Resource,Sarah's comment,,Tanium Name,Tanium Vendor,Tanium version,Defender Name,Defender Vendor,Dedender Lastest version,,WS1 Hub,WCS Managed Group Name,Comment,Exception based,Assignment Mode,Pushed Globally,Visible in HUB (Self Service),OLD License Required,To be checked,,Software name + Version,Publisher updated,Publisher on Oomnitza list review,Feedback,Software name to be loaded in Oomnitza,Version to be loaded in Oomintza,Final Software name,Final Version
GIA,,801,Grey List,Windows OS,,Locally management,42290565,,Finance,Nirmala Iyer,BR-Government,No,No,,,10/26/2021,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,GIA 801 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Gigaset DA760B (Smart recording phone installer),,1.0.2,Grey List,Windows OS,,Locally management,42116054,,Marketing,Sudhakar Mane,Gigaset(Siemens),No,No,,Pending,9/10/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,Gigaset DA760B (Smart recording phone installer) 1.0.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GIT,,2.32.0-64-bit,Green List,Windows OS,,Freeware,42239937,,Global Technology (R&D),Matthew Rodman,GIT,No,No,,No,6/17/2021,,,,,,,,,,,,,,,,,,,,,,,Check before installation,,,GIT 2.32.0-64-bit Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GIT,,2.7.0,Grey List,Windows OS,,Locally management,, ,Supply Chain,Maneerath Pornchuaykanchana,GIT,No,No,,Pending,9/22/2016,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,GIT 2.7.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GIT,,2.33,Green List,Mac OS,,Freeware,SR-114989,To be checked by SAM,SAM,itsam@colpal.com,GIT,No,No,,,5/23/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIT Bash,,2.31,Grey List,Windows OS,,Locally management,42230297,,Marketing,Sudhakar Mane,GIT,No,No,,No,5/26/2021,5/31/2021,,,,,,,,,,,,,,,,,,,,,,Check before installation,,,GIT Bash 2.31 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GIT GUI,,NA,Grey List,Windows OS,,Centrally management,42230297,,Marketing,Sudhakar Mane,GIT,No,No,,No,5/26/2021,5/31/2021,,,,,,,,,,,,,,,,,,,,,,Restricted - Check with App lead,,,GIT GUI NA Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GITHUB Desktop,,3.0.5.0,Green List,Mac OS,,Freeware,42329006/42432918,,Marketing,Sudhakar Mane,GITHUB,No,No,,,2/22/2022,,,,,,,,,,,,,,,,,APP - GitHub Desktop - Users - MAC,,Group managed,OnDemand,No,No,Site restricted licensing,,,GITHUB Desktop 3.0.5.0 Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Globus connect Personal,,,Grey List,Windows OS,,Locally management,, ,Global Technology (R&D),Jack Weiss,globus,No,No,,Pending,9/22/2016,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,Globus connect Personal  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GM3000(shca)中间件,,2.2,Grey List,Windows OS,,Locally management,42168468,,Finance,Vijayalakshmi Chandrashekar,China Gov,No,No,,No,2/8/2021,3/1/2021,None,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,GM3000(shca)中间件 2.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Gmail to PDF,,,Grey List,Windows OS,,Locally management,41805179, ,Marketing,Christopher Bardi,,No,No,,Pending,1/17/2019,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,Site restricted licensing,,,Gmail to PDF  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GNU Octave,,6.3.0,Grey List,Windows OS,,Locally management,42288213,,Global Technology (R&D),Matthew Rodman,https://www.gnu.org/software/octave/,No,No,,No,10/12/2021,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,GNU Octave 6.3.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GO Pro Quik,,2.7,Grey List,Windows OS,,Locally management,41909542,,Supply Chain,Francisco Ramos,GoPro,No,No,,Pending,8/6/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,GO Pro Quik 2.7 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Go software (by the GO Project),,1.13,Grey List,Windows OS,,Locally management,41972832,,Supply Chain,Vijayalakshmi Chandrashekar,Google,No,No,,Pending,11/18/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,Go software (by the GO Project) 1.13 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GO TH Logger,,1.81,Grey List,Windows OS,,Locally management,42032846,,Supply Chain,Simon Kendall,Emerson,No,No,,Pending,3/11/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,GO TH Logger 1.81 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Golden Helix - SVS,,8.7.0,Grey List,Windows OS,,Locally management,, ,Global Technology (R&D),Jack Weiss,Golden Helix,No,No,,Pending,3/8/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,Golden Helix - SVS 8.7.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Google Chrome,,Auto Update,Green List,Windows OS,,Centrally management,, ,Collaboration,Mitch Cohen,Google,Yes,Yes,No,No,9/22/2016,,None,,no review comment,"Rajeet, is this the version still being sent in OSD?","Ticket 42227943
https://aodocs.altirnao.com/?aodocs-domain=colpal.com&locale=en_US#Menu_viewDoc/LibraryId_SCHp23iuZXMJff84vk/DocumentId_SY2pgw20OKT5GdOaYP/ViewId_SCHqt9i6GiSkVPFHre
Software Requester Madhuri Sawant
",wcs,,,,,,,,,Yes,NA,Hiden from the Hub,,Auto,Yes,Hidden,Global,,,Google Chrome Auto Update Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Google Chrome,,Auto Update,Green List,Mac OS,,Centrally management,42292953,,Collaboration,Mitch Cohen,Google,Yes,Yes,No,,10/25/2021,,,,,,,,,,,,,,,,Yes,NA,Hiden from the Hub,,Auto,Yes,No,Global,,,Google Chrome Auto Update Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Google Chrome Beta,,Auto update,Green List,Windows OS,,Centrally management,42223234,,W&CS E2E,Madhuri Sawant,Google,Yes,No,No,No,5/11/2021,,,,,"42223234
https://aodocs.altirnao.com/?locale=en_US&aodocs-domain=colpal.com#Menu_viewDoc/LibraryId_SCHp23iuZXMJff84vk/DocumentId_SX6vFtuuvahnDi8HoX
The link of the software-https://drive.google.com/file/d/1Qzub_C_4O4GUHc6oTIOSP4ZhBolf-uXk/view
",,,,,,,,,,,Yes,NA,Hiden from the Hub,,Auto,No,Yes,Global,,,Google Chrome Beta Auto update Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Google Chrome Beta,,Auto update,Green List,Mac OS,,Centrally management,42324746,,W&CS E2E,Madhuri Sawant,Google,Yes,No,,,,,,,,,,,,,,,,,,,,NA,,,Auto,No,Yes,Global,,,Google Chrome Beta Auto update Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Google Drive,,Auto Update,Green List,Windows OS,,Centrally management,,  ,Collaboration,Mitch Cohen,Google,Yes,Yes,No,No,9/22/2016,,None,no action required,no review comment,"no info in cvedetails, no vulnerabilities found in Google","Ticket 42227943
https://aodocs.altirnao.com/?aodocs-domain=colpal.com&locale=en_US#Menu_viewDoc/LibraryId_SCHp23iuZXMJff84vk/DocumentId_SY2pgw20OKT5GdOaYP/ViewId_SCHqt9i6GiSkVPFHre
Software Requester Madhuri Sawant
",wcs,,,,,,,,,Yes,NA,Hiden from the Hub,,Auto,Yes,Hidden,Global,,,Google Drive Auto Update Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Google Drive,,Auto Update,Green List,Mac OS,,Centrally management,42292951,,Collaboration,Mitch Cohen,Google,Yes,Yes,No,,,,,,,,,,,,,,,,,,Yes,NA,Hiden from the Hub,,OnDemand,Yes,Yes,Global,,,Google Drive Auto Update Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Sistema Unico de Autodeterminación,,3.6.2,Grey List,Windows OS,,Locally management,42294362,,Finance,Nirmala Iyer,http://www.imss.gob.mx/patrones/sua/actualizacion,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,Sistema Unico de Autodeterminación 3.6.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Google GAM,,4.57.15,Grey List,Windows OS,,Locally management,41719082, ,Collaboration,Patty Vollmar,Google,No,No,,Pending,7/20/2018,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,Google GAM 4.57.15 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Google SDK,,Latest Version,Grey List,Windows OS,,Locally management,, ,Global Technology (R&D),Aditya Agarwal,Google,No,No,,Pending,9/22/2016,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,Google SDK Latest Version Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Dingtalk,,7.5.0,Green List,Windows OS,,Freeware,SR-491109,,Collaboration,Patty Vollmar,Alibaba,No,No,,,3/28/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Web Designer,,2019,Grey List,Windows OS,,Locally management,41873328,,Marketing,Christopher Bardi,Google,No,No,,Pending,5/28/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,Google Web Designer 2019 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GoSign,,2.0.4,Grey List,Windows OS,,Locally management,SR-397062,,Legal,Manoj Nair,Infocert,,,,,1/4/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Government software "" Plug in""",,NA,Grey List,Windows OS,,Locally management,42141858,,Supply Chain,Aditya Agarwal,"Department of foreign trade ""Thailand""",No,No,,Pending,11/12/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,"Government software "" Plug in"" NA Windows OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SConnect,,10,Grey List,Windows OS,,Locally management,42207701,,Finance,Nirmala Raman,SWIFT,No,No,,No,4/14/2021,4/15/2021,,,,,,,,,,,,,,,,,,,,,,Check before installation,,,SConnect 10 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GPS Log Book Sync,,1.0.7778.0,Grey List,Windows OS,,Locally management,41801433, ,HR & Training,Nayana Pai,Digital Matter Embedded,No,No,,Pending,1/18/2019,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,GPS Log Book Sync 1.0.7778.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GrabCAD,,1.4.28,Grey List,Windows OS,,Locally management,42031441,,Global Technology (R&D),Christopher Bardi,GrabCAD / Stratasys,No,No,,Pending,4/13/2020,,,,,,,,,,,,,,,,,,,,,,,,,,GrabCAD 1.4.28 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Gradience Attendance W/ Employee Record Keeping,,11.0.1206.8,Grey List,Windows OS,,Locally management,41777946, ,Customer Development,Abhishek Baheti,HRdirect,No,No,,Pending,11/15/2018,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,Gradience Attendance W/ Employee Record Keeping 11.0.1206.8 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Grafana,,7.0.4,Grey List,Windows OS,,Locally management,42083101,,Supply Chain,Aditya Agarwal,Grafana Labs,No,No,,Pending,7/10/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,Grafana 7.0.4 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GRAMS Suite,,9.3,Grey List,Windows OS,,Locally management,, ,Global Technology (R&D),Jack Weiss,Thermo Fisher Scientific,No,No,,Pending,9/22/2016,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,GRAMS Suite 9.3 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Microsoft Teams,,1.4.00.22472,Grey List,Windows OS,,Locally management,42280958,,Marketing,Christopher Bardi,Microsoft,No,No,,No,9/27/2021,,,,,,,,,,,,,,,,,,,,,,,License not required ,Yes,,Microsoft Teams 1.4.00.22472 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GraphPad Prism,,9,Grey List,Windows OS,,Locally management,42142880,,Analytics,Tommy Thomas,GraphPad,Yes,No,,Pending,11/5/2020,,,,no review comment,,,,,,,,,,,,Yes,APP - GraphPad Prism -Users -WIN,,Group managed,OnDemand,No,No,Site restricted licensing,,,GraphPad Prism 9 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,APP - GraphPad Prism -Users - WIN,#N/A
GRC,,5.58,Grey List,Windows OS,,Locally management,41917799, ,Marketing,Christopher Bardi,,No,No,,Pending,8/27/2019,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,Check before installation,,,GRC 5.58 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GSSO_CRM_SIF,,,Grey List,Windows OS,,Locally management,, Vinod Mehra,Customer Development,Vinod Mehra,,No,No,,Pending,9/16/2016,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,GSSO_CRM_SIF  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DIRF,,2024,Green List,Windows OS,,Freeware,SR-549735,,Finance,Nirmala Iyer,Receita Federal do Brasil,No,,,,5/22/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI 730,,730,Grey List,Windows OS,,Locally management,,Default language behaviour change atter Basis upgrade along with EhP upgrade.,Finance,Francisco Galindo,SAP,No,No,,Pending,8/6/2017,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,GUI 730 730 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GWi USB Phone,,16.0.0.400,Grey List,Windows OS,,Locally management,42108450,,Marketing,Sudhakar Mane,Acresso,No,No,,Pending,8/28/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,GWi USB Phone 16.0.0.400 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GX Work 3,,,Grey List,Windows OS,,Locally management,41907084,,Supply Chain,Vijayalakshmi Chandrashekar,Mitsubishi,No,No,,Pending,8/7/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,GX Work 3  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GX-Work2,,,Grey List,Windows OS,,Locally management,41655804, ,Supply Chain,Aditya Agarwal,Mitsubishi,No,No,,Pending,1/4/2018,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,GX-Work2  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HANA Client,,122.02,Grey List,Windows OS,,Locally management,, ,Supply Chain,Manoj Nair,SAP,No,No,,Pending,8/6/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,HANA Client 122.02 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Hana Cloud Connector,,2.9,Grey List,Windows OS,,Locally management,, ,Supply Chain,Nicola Rautenbach,SAP,No,No,,Pending,8/6/2017,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,Hana Cloud Connector 2.9 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HANA cloud connector sapcc- windows-x64,,2.9.1,Grey List,Windows OS,,Locally management,, ,Information Security,Alex Schcuhman,SAP,No,No,,Pending,8/6/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,HANA cloud connector sapcc- windows-x64 2.9.1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HANA ODBC Drivers,,1.00.120.00,Grey List,Windows OS,,Locally management,, ,Supply Chain,Nicola Rautenbach,SAP,No,No,Yes,Pending,8/6/2017,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,HANA ODBC Drivers 1.00.120.00 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Handbrake,,1.3.3,Grey List,Mac OS,,Locally management,42254879,To make corrections to video and audio files,GISSO Unified Communications,Ruben Panizza,Handbrake,No,No,,No,9/13/2021,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,Handbrake 1.3.3 Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HashiCorp Terraform,,1.0.11,Grey List,Windows OS,,Locally management,42301451,,GISSO ESC - Infrastructure,Joe Spitaleri,HashiCorp,No,No,,,11/11/2021,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,HashiCorp Terraform 1.0.11 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HASP,,8.13,Grey List,Windows OS,,Locally management,42167380,,Supply Chain,Nicola Rautenbach,dongle.multiscience.de,No,No,,No,1/24/2021,4/20/2021,None,,,,,,,,,,,,,,,,,,,,,Check before installation,,,HASP 8.13 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HCL CLient Application Access/ICAA,,3.0.5,Green List,Mac OS,,Centrally management,42314240,,Collaboration,Madhuri Sawant,HCL,No,No,No,,12/16/2021,,,,,,,,,,,,,,,,No,,Hiden from the Hub,,,,,Global,,,HCL CLient Application Access/ICAA 3.0.5 Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HD Finance,,,Grey List,Windows OS,,Locally management,41769604, ,Finance,Anne-Marie Fitzpatrick,HD FINANCE,No,No,,Pending,10/29/2018,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,HD Finance  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
hd2018,,1.0.20.13,Grey List,Windows OS,,Locally management,42176849,,Supply Chain,Aditya Agarwal,Huidu Technology,No,No,,No,1/28/2021,4/1/2021,None,,,,,,,,,,,,,,,,,,,,,Check before installation,,,hd2018 1.0.20.13 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Hechauka,,3.2.2,Grey List,Windows OS,,Locally management,42296578,,Finance,Nirmala Iyer,set.gov.py,No,No,,,11/16/2021,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,Hechauka 3.2.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Hehui Medical Management Data System-BenCaoGangMu,,6.8,Grey List,Windows OS,,Locally management,41838479,,Supply Chain,Aditya Agarwal,"Guangzhou Hehui Technology Co., Ltd",No,No,,Pending,3/29/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,Hehui Medical Management Data System-BenCaoGangMu 6.8 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Helm,,"3.7.2+
",Grey List,Mac OS,,Locally management,42322208,,Conn. Health - DTC,Matthew Ramsey,"Helm",No,No,,,1/7/2022,,,,,,,,,,,,,,,,,,,,,,,Check before installation,,,"Helm 3.7.2+
 Mac OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HiCOS_Client,,3.0.3.63.420,Grey List,Windows OS,,Locally management,42303325,,Finance,Francisco Galindo,https://moica.nat.gov.tw/download_1.html,No,No,,,12/16/2021,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,HiCOS_Client 3.0.3.63.420 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Dymo Connect,,1.4.5,Grey List,Windows OS,,Locally management,,,Global Technology (R&D),Matt Rodman,Dymo,No,,,,4/25/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hills Pet Commit To Care,,1,Green List,Windows OS,,Centrally management,, ,Finance,Francisco Galindo,Colgate Palmolive,Yes,No,No,No,8/6/2017,,Confirm with Owner,verify with CP team if still used,no review comment,CP app?,,,,,,,,,,,,,Check installations and validate with App lead,,,,,Global,,,Hills Pet Commit To Care 1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Historian Client,,10.6 (System Platform 2014),Grey List,Windows OS,,Locally management,42218376,,Supply Chain,Francisco Ramos,Schneider Electric,No,No,,No,4/29/2021,5/3/2021,None,,,,,,,,,,,,,,,,,,,,,Check before installation,,,Historian Client 10.6 (System Platform 2014) Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DWG TrueView,,2023,Green List,Windows OS,,Freeware,42356933,,Supply Chain,"Primary contact: Norris McLean
GIT: Jaime Rodriguez / Simon Kendall",Autodesk,Yes,No,No,No,5/3/2022,,,,,,,,,,,,,,,,,,,,,,,Freeware,,,DWG TrueView 2023 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DWG TrueView,,2025,Green List,Windows OS,,Freeware,SR-532589,,Supply Chain,"Primary contact: Norris McLean
GIT: Jaime Rodriguez / Simon Kendall",Autodesk,No,,,,4/29/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS Excel Designer AddIn,,,Grey List,Windows OS,,Locally management,, ,Marketing,Ajay Gupta,Microsoft,No,No,,Pending,8/6/2017,,,,,,,,,,,,,,,,,,,,,,,Check before installation,,,MS Excel Designer AddIn  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HONEYWELL HDCS,,,Grey List,Windows OS,,Locally management,, ,Finance,Aditya Agarwal,Honeywell,No,No,,Pending,8/6/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,HONEYWELL HDCS  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HP 3D Command center,,"3.7.4829",Grey List,Windows OS,,Locally management,42292424,,Supply Chain,Francisco Ramos,HP,No,No,,,10/29/2021,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,"HP 3D Command center 3.7.4829 Windows OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DYMO Connect for Desktop,,1.4.4,Grey List,Mac OS,,Locally management,SR-527349,,Global Technology (R&D),Bill Bessette,Aimia,No,,,,4/29/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Printer Laserjet 1000_1005 Series Drivers,,P1000_P1005,Grey List,Windows OS,,Locally management,, ,Supply Chain,Cesar Velasco,HP,Yes,No,Yes,No,8/6/2017,,Upgrade,Can be used with latest versions ,no review comment,,,,,,,,,,,,,,Check installations and validate with App lead,,,,,Site restricted licensing,,,HP Printer Laserjet 1000_1005 Series Drivers P1000_P1005 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HP ScanJet HP Twain HP ISIS,,,Grey List,Windows OS,,Locally management,41846038,,Supply Chain,Francisco Ramos,HP,No,No,,Pending,4/2/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,HP ScanJet HP Twain HP ISIS  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HP SmartStream 3D Command Center Client,,3.6.4774,Grey List,Windows OS,,Locally management,42195698,,Supply Chain,Francisco Ramos,HP,No,No,,No,3/8/2021,4/1/2021,None,,,,,,,,,,,,,,,,,,,,,Check before installation,,,HP SmartStream 3D Command Center Client 3.6.4774 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HP Unified Functional Testing,,14.02,Grey List,Windows OS,,Locally management,, ,Marketing,Christopher Bardi,HP,No,No,,Pending,1/22//2018,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,HP Unified Functional Testing 14.02 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HP Web JetAdmin,,10.5 SR1,Grey List,Windows OS,,Locally management,42348119,,W&CS ISM,Patty Vollmar,HP,No,No,,,3/11/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,HP Web JetAdmin 10.5 SR1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HP3d Command Center,,3.3.4076,Grey List,Windows OS,,Locally management,42150080,,Supply Chain,Francisco Ramos,HP,No,No,,Pending,11/23/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,HP3d Command Center 3.3.4076 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HP3DCmdCenter Client,,Build 1287,Grey List,Windows OS,,Locally management,42068290,,Supply Chain,Francisco Ramos,HP,No,No,,Pending,5/26/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,HP3DCmdCenter Client Build 1287 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HP3DCmdCenter Server,,Build 1287,Grey List,Windows OS,,Locally management,42068887,,Supply Chain,Francisco Ramos,HP,No,No,,Pending,5/26/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,HP3DCmdCenter Server Build 1287 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HR plus,,95,Grey List,Windows OS,,Locally management,42158243,,Finance,Vijayalakshmi Chandrashekar,Cityray,No,No,,No,3/3/2021,3/1/2021,None,,,,,,,,,,,,,,,,,,,,,Check before installation,,,HR plus 95 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HR Pro 7 Deluxe,,7,Grey List,Windows OS,,Locally management,41574521, ,HR & Training,Nayana Pai,TINHHOA SOLUTIONS,No,No,,Pending,10/4/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,Check before installation,,,HR Pro 7 Deluxe 7 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HRIS,,2010.11.10,Grey List,Windows OS,,Locally management,41658466, ,HR & Training,Nayana Pai,M.I.S. Company Limited,No,No,,Pending,3/26/2018,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,HRIS 2010.11.10 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HSBC Converter,,1,Grey List,Windows OS,,Locally management,42030785,,Finance,Vijayalakshmi Chandrashekar,HSBC,No,No,,Pending,3/17/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,HSBC Converter 1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HSBC Payment File Converter (Mindgate),,NA,Grey List,Windows OS,,Locally management,42086233,,Finance,Vijayalakshmi Chandrashekar,HSBC,No,No,,Pending,7/29/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,HSBC Payment File Converter (Mindgate) NA Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
